ax,ay,az,gx,gy,gz,label
1216.0,-6704.0,11908.0,10276.0,-3660.0,-14246.0,infinito

6788.0,-492.0,21452.0,-1979.0,-2585.0,-3872.0,infinito
9448.0,-468.0,25900.0,-275.0,-5308.0,-7454.0,infinito
1260.0,-1060.0,24764.0,2438.0,-9093.0,-10427.0,infinito
-6500.0,-240.0,20964.0,4480.0,-7158.0,-10271.0,infinito
-10580.0,1004.0,18988.0,6225.0,-4807.0,-8257.0,infinito
-12096.0,2416.0,17340.0,7740.0,-3496.0,-5395.0,infinito
-14240.0,2716.0,16232.0,8869.0,-2380.0,-2475.0,infinito
-15568.0,2176.0,15904.0,10413.0,-1745.0,1248.0,infinito
-16424.0,224.0,11892.0,12192.0,-1333.0,5350.0,infinito
-14264.0,-2224.0,5792.0,11452.0,-1492.0,9669.0,infinito
-11104.0,-4692.0,-2188.0,8535.0,436.0,12978.0,infinito
-4252.0,-6588.0,-3472.0,3126.0,2217.0,15301.0,infinito
7908.0,-8496.0,-1976.0,-2111.0,4449.0,14580.0,infinito
20124.0,-9272.0,3580.0,-6210.0,3369.0,8980.0,infinito
24708.0,-8792.0,9572.0,-7695.0,2318.0,292.0,infinito
17988.0,-8388.0,12616.0,-7464.0,-746.0,-8594.0,infinito
4404.0,-7844.0,8200.0,-8262.0,-4946.0,-12840.0,infinito
-8496.0,-5156.0,7444.0,-10102.0,-3586.0,-12731.0,infinito
-17356.0,-2400.0,7300.0,-12159.0,-1110.0,-8384.0,infinito
-19176.0,-436.0,8300.0,-13451.0,2825.0,-2382.0,infinito
-14752.0,676.0,16116.0,-13990.0,3882.0,2202.0,infinito
-12084.0,656.0,19832.0,-12806.0,4860.0,4783.0,infinito
-11060.0,588.0,24184.0,-10990.0,4372.0,7348.0,infinito
-8044.0,508.0,29300.0,-7815.0,4568.0,10348.0,infinito
-4428.0,284.0,31848.0,-2046.0,4334.0,11924.0,infinito
704.0,-2312.0,31708.0,3389.0,5401.0,12529.0,infinito
5668.0,-5036.0,30036.0,7985.0,6241.0,11898.0,infinito
11236.0,-7632.0,26568.0,11421.0,6107.0,10243.0,infinito
17356.0,-9704.0,26032.0,13304.0,5903.0,6393.0,infinito
17364.0,-10408.0,22540.0,15259.0,4676.0,767.0,infinito
12304.0,-9676.0,17816.0,15114.0,2683.0,-3452.0,infinito
9340.0,-8416.0,14676.0,13844.0,2852.0,-6231.0,infinito
9676.0,-7112.0,13452.0,11803.0,-147.0,-9132.0,infinito
4752.0,-5600.0,11196.0,8627.0,-3725.0,-12271.0,infinito
-3392.0,-3116.0,10952.0,5351.0,-7110.0,-13227.0,infinito
-9300.0,-256.0,10620.0,2463.0,-5085.0,-11316.0,infinito
-12176.0,2212.0,12172.0,49.0,-4256.0,-7670.0,infinito
-11332.0,3264.0,13444.0,-1143.0,-957.0,-3121.0,infinito
-6472.0,2404.0,14064.0,-2226.0,2096.0,-115.0,infinito
-2584.0,-1176.0,16352.0,-2894.0,6854.0,363.0,infinito

2620.0,-1660.0,16904.0,-747.0,195.0,-38.0,infinito
1340.0,-1424.0,17500.0,-433.0,-335.0,-427.0,infinito
148.0,-1164.0,17416.0,-20.0,-294.0,-333.0,infinito
-232.0,-1068.0,16948.0,328.0,-90.0,10.0,infinito
8.0,-976.0,16196.0,309.0,25.0,348.0,infinito
1900.0,-948.0,15428.0,-18.0,-1475.0,684.0,infinito
8112.0,-1616.0,14464.0,-1203.0,-2970.0,-449.0,infinito
11560.0,-2420.0,18060.0,-1162.0,-2400.0,-3458.0,infinito
12148.0,-3452.0,20340.0,-311.0,-3434.0,-7931.0,infinito
5340.0,-3552.0,21916.0,923.0,-5406.0,-11944.0,infinito
-7144.0,-2000.0,24588.0,3950.0,-165.0,-12886.0,infinito
-16752.0,496.0,25768.0,8196.0,-734.0,-9646.0,infinito
-20736.0,748.0,19132.0,13159.0,352.0,-4989.0,infinito
-21140.0,-528.0,10592.0,12777.0,472.0,3750.0,infinito
-17288.0,-1980.0,7780.0,11438.0,-989.0,9229.0,infinito
-13516.0,-4480.0,-264.0,8878.0,-1592.0,13678.0,infinito
-4976.0,-7692.0,-7288.0,3337.0,1498.0,16590.0,infinito
7828.0,-10028.0,-5044.0,-3662.0,3051.0,15910.0,infinito
20036.0,-10288.0,2180.0,-8691.0,4880.0,10745.0,infinito
23424.0,-9960.0,10372.0,-10475.0,3766.0,2473.0,infinito
18728.0,-9076.0,14196.0,-9090.0,5708.0,-6205.0,infinito
5328.0,-8032.0,10824.0,-9503.0,41.0,-10962.0,infinito
-7568.0,-6460.0,6980.0,-12435.0,-4518.0,-10766.0,infinito
-15140.0,-3504.0,12796.0,-15002.0,-2240.0,-6806.0,infinito
-18380.0,-1400.0,20144.0,-15000.0,-2258.0,-1280.0,infinito
-16564.0,-124.0,25832.0,-12977.0,194.0,4171.0,infinito
-12940.0,224.0,32767.0,-7438.0,-528.0,10837.0,infinito
-6900.0,-2504.0,32176.0,-78.0,732.0,14484.0,infinito
972.0,-5904.0,28880.0,5546.0,3762.0,15843.0,infinito
7980.0,-8768.0,25860.0,9256.0,6293.0,14420.0,infinito
13432.0,-10916.0,22224.0,11445.0,5980.0,11364.0,infinito
16960.0,-11932.0,20560.0,12272.0,5072.0,6858.0,infinito
18512.0,-12204.0,20376.0,13141.0,3776.0,1654.0,infinito
17720.0,-12744.0,18600.0,13900.0,2656.0,-3732.0,infinito
15908.0,-12784.0,12684.0,13043.0,-692.0,-9299.0,infinito
11540.0,-12056.0,8336.0,8925.0,-5022.0,-14541.0,infinito
4632.0,-10180.0,8416.0,3872.0,-8367.0,-17749.0,infinito
-4156.0,-7420.0,12432.0,527.0,-9703.0,-18789.0,infinito
-12748.0,-3008.0,14996.0,-575.0,-7381.0,-16076.0,infinito
-17056.0,692.0,15980.0,218.0,-4414.0,-10663.0,infinito

2528.0,-3980.0,12788.0,-185.0,263.0,-541.0,infinito
772.0,-3764.0,13180.0,-108.0,59.0,-828.0,infinito
-376.0,-3368.0,13260.0,114.0,205.0,-647.0,infinito
-1024.0,-3272.0,12756.0,342.0,665.0,-177.0,infinito
-724.0,-3148.0,12484.0,388.0,964.0,295.0,infinito
-156.0,-3108.0,12044.0,313.0,960.0,616.0,infinito
196.0,-3272.0,11952.0,183.0,736.0,746.0,infinito
280.0,-3132.0,11768.0,-112.0,533.0,817.0,infinito
-488.0,-2908.0,12268.0,-524.0,517.0,903.0,infinito
2932.0,-2716.0,15928.0,-413.0,394.0,1577.0,infinito
12588.0,-4100.0,18868.0,1071.0,-1234.0,-624.0,infinito
15860.0,-6468.0,16696.0,2619.0,-3594.0,-6170.0,infinito
8584.0,-7392.0,14844.0,2759.0,-7157.0,-11274.0,infinito
-3468.0,-5332.0,18028.0,3736.0,-6490.0,-13456.0,infinito
-18036.0,-2444.0,20628.0,7358.0,-5019.0,-11004.0,infinito
-27012.0,-1824.0,13564.0,12362.0,-1433.0,-7959.0,infinito
-25148.0,-3680.0,5612.0,12958.0,-959.0,6929.0,infinito
-16848.0,-6084.0,-5860.0,9631.0,2328.0,13990.0,infinito
-5004.0,-8124.0,-8320.0,3120.0,3966.0,16612.0,infinito
8248.0,-9752.0,-4288.0,-2976.0,3987.0,16054.0,infinito
23016.0,-10148.0,2584.0,-5721.0,4892.0,9164.0,infinito
24052.0,-9876.0,6344.0,-5890.0,3478.0,-1760.0,infinito
7896.0,-9080.0,2172.0,-7404.0,-3010.0,-7934.0,infinito
-9092.0,-8076.0,-816.0,-11563.0,-1905.0,-7759.0,infinito
-17728.0,-5668.0,5852.0,-13897.0,528.0,-3351.0,infinito
-17304.0,-4652.0,13220.0,-14609.0,1806.0,2863.0,infinito
-14032.0,-4520.0,20356.0,-12989.0,3370.0,7668.0,infinito
-8492.0,-4992.0,25664.0,-10385.0,2509.0,12544.0,infinito
-2184.0,-5568.0,28824.0,-2507.0,4128.0,12512.0,infinito
5036.0,-7712.0,28576.0,3782.0,6106.0,12449.0,infinito
11708.0,-9912.0,25892.0,9158.0,7996.0,10094.0,infinito
15680.0,-11808.0,21088.0,12716.0,7080.0,6196.0,infinito
16072.0,-12780.0,15936.0,14104.0,6295.0,1595.0,infinito
14316.0,-12872.0,13428.0,14789.0,9388.0,-2257.0,infinito
12580.0,-12532.0,9064.0,13346.0,4095.0,-5656.0,infinito
11308.0,-11640.0,7348.0,10742.0,3449.0,-9457.0,infinito
5920.0,-10276.0,7080.0,7515.0,-1657.0,-12676.0,infinito
2056.0,-8404.0,9492.0,5155.0,620.0,-14337.0,infinito
-6632.0,-5716.0,10172.0,3593.0,-1801.0,-13948.0,infinito
-12536.0,-2632.0,9132.0,1963.0,-1998.0,-10517.0,infinito

432.0,-668.0,15740.0,128.0,-205.0,-51.0,infinito
36.0,-636.0,15692.0,-59.0,-205.0,-125.0,infinito
-332.0,-580.0,15760.0,-163.0,9.0,34.0,infinito
-128.0,-484.0,15892.0,-139.0,80.0,259.0,infinito
508.0,-708.0,16304.0,-17.0,196.0,317.0,infinito
896.0,-756.0,16156.0,85.0,227.0,164.0,infinito
544.0,-716.0,15952.0,16.0,-31.0,-115.0,infinito
144.0,-436.0,16296.0,-120.0,-242.0,-187.0,infinito
1520.0,-88.0,16744.0,-111.0,-844.0,205.0,infinito
9644.0,-1276.0,17032.0,-8.0,-887.0,-1288.0,infinito
11084.0,-2088.0,17972.0,113.0,-2728.0,-5226.0,infinito
7264.0,-2412.0,18916.0,641.0,-5591.0,-8929.0,infinito
968.0,-1716.0,19848.0,1470.0,-6633.0,-11094.0,infinito
-7516.0,-68.0,21192.0,3591.0,-4573.0,-10711.0,infinito
-13200.0,1312.0,20412.0,6146.0,-3215.0,-7999.0,infinito
-17044.0,1680.0,17900.0,8744.0,-513.0,-4070.0,infinito
-19252.0,1136.0,14400.0,10688.0,161.0,266.0,infinito
-20436.0,0.0,7824.0,9793.0,-503.0,6527.0,infinito
-14696.0,-2268.0,1400.0,7353.0,2271.0,12233.0,infinito
-3528.0,-5060.0,-3048.0,2996.0,4524.0,14939.0,infinito
12188.0,-7120.0,-792.0,-3183.0,3578.0,13408.0,infinito
23208.0,-7416.0,5156.0,-6247.0,3543.0,5256.0,infinito
18868.0,-6952.0,6956.0,-7826.0,782.0,-3789.0,infinito
4288.0,-6108.0,6096.0,-10411.0,-2874.0,-8326.0,infinito
-10092.0,-4384.0,8552.0,-13539.0,-3744.0,-7357.0,infinito
-16916.0,-2568.0,15372.0,-14731.0,-2450.0,-2274.0,infinito
-18512.0,-1376.0,22972.0,-13160.0,545.0,3518.0,infinito
-15392.0,-764.0,27576.0,-9978.0,2669.0,9994.0,infinito
-6520.0,-920.0,31832.0,-3042.0,4405.0,12954.0,infinito
2000.0,-3876.0,31184.0,2889.0,4087.0,13865.0,infinito
9092.0,-6412.0,28856.0,7983.0,6471.0,12003.0,infinito
14000.0,-8720.0,25008.0,11717.0,5613.0,8343.0,infinito
15344.0,-10464.0,19720.0,13318.0,3906.0,3682.0,infinito
14412.0,-10960.0,17144.0,13668.0,3480.0,-707.0,infinito
15940.0,-11080.0,17344.0,13944.0,3848.0,-5118.0,infinito
15464.0,-11680.0,13808.0,12882.0,-1008.0,-10337.0,infinito
9640.0,-11308.0,10716.0,10030.0,-4998.0,-15907.0,infinito
-952.0,-8800.0,10084.0,6179.0,-8686.0,-18150.0,infinito
-10644.0,-4832.0,10708.0,3468.0,-7492.0,-16953.0,infinito
-17108.0,-300.0,10420.0,2252.0,-4664.0,-12509.0,infinito

