ax,ay,az,gx,gy,gz,label
12808.0,-13024.0,9800.0,-6209.0,-819.0,12654.0,equis
16128.0,-12408.0,11320.0,-6690.0,998.0,8394.0,equis
13252.0,-11068.0,14244.0,-6141.0,4692.0,3983.0,equis
11300.0,-9996.0,17228.0,-5795.0,52.0,1176.0,equis

-924.0,2232.0,13616.0,-313.0,399.0,-149.0,equis
268.0,1816.0,15008.0,-793.0,206.0,-293.0,equis
-592.0,1848.0,17820.0,-431.0,114.0,-795.0,equis
-240.0,1708.0,17400.0,403.0,-366.0,-861.0,equis
812.0,1400.0,14776.0,783.0,-339.0,-1373.0,equis
-1972.0,1096.0,14416.0,255.0,-337.0,-1935.0,equis
-6656.0,1524.0,16252.0,263.0,-548.0,-1240.0,equis
-11040.0,1808.0,18596.0,1097.0,-460.0,715.0,equis
-13912.0,1364.0,18940.0,2249.0,-680.0,3966.0,equis
-10320.0,-292.0,15952.0,3358.0,-1455.0,7893.0,equis
-6036.0,-1632.0,15232.0,3344.0,-1777.0,10310.0,equis
-3268.0,-3676.0,13992.0,3326.0,-394.0,11906.0,equis
-672.0,-5096.0,15380.0,3649.0,2248.0,12880.0,equis
2456.0,-7624.0,18944.0,4073.0,2183.0,13605.0,equis
3508.0,-10036.0,19416.0,6127.0,4833.0,12522.0,equis
3260.0,-9716.0,17812.0,7047.0,123.0,13507.0,equis
7096.0,-11808.0,11076.0,6469.0,-1528.0,13117.0,equis
13764.0,-13388.0,7744.0,4632.0,-2509.0,10317.0,equis
14000.0,-10300.0,7444.0,2877.0,-3440.0,6691.0,equis
17456.0,-11904.0,4516.0,360.0,-612.0,2487.0,equis
16852.0,-11628.0,9600.0,-1738.0,-637.0,-1455.0,equis
12956.0,-11580.0,17208.0,-2159.0,-1442.0,-4554.0,equis
15564.0,-11308.0,21964.0,-298.0,-3344.0,-6694.0,equis
15576.0,-12080.0,25164.0,4025.0,-724.0,-11162.0,equis
10840.0,-11928.0,20268.0,7868.0,-1008.0,-14487.0,equis
8296.0,-11756.0,15756.0,9845.0,-134.0,-16299.0,equis
3832.0,-10476.0,10224.0,10627.0,1690.0,-18112.0,equis
-44.0,-8484.0,8168.0,9460.0,1811.0,-18205.0,equis
-5708.0,-5520.0,7300.0,8569.0,1477.0,-17734.0,equis
-10064.0,-2196.0,7136.0,7755.0,2039.0,-15584.0,equis
-13908.0,168.0,4596.0,6852.0,1178.0,-12543.0,equis
-17800.0,2876.0,-188.0,4254.0,405.0,-8027.0,equis
-16008.0,3552.0,-1784.0,-269.0,-320.0,-2486.0,equis
-15304.0,3848.0,-312.0,-4518.0,-478.0,1862.0,equis
-11224.0,2024.0,4192.0,-7204.0,-2038.0,5878.0,equis
-5776.0,-484.0,6060.0,-8903.0,-1606.0,8065.0,equis
-2776.0,-2356.0,4692.0,-10011.0,-2239.0,9391.0,equis
1072.0,-6508.0,3244.0,-13315.0,-2603.0,9818.0,equis
-24.0,-7096.0,6700.0,-15986.0,-614.0,9437.0,equis
-1076.0,-9912.0,15520.0,-17629.0,-2557.0,11161.0,equis

